0.000000000000000000e+00 4.999010987034939180e-01 4.115370470903455535e-01 3.276730096424609329e-01 1.705015994673854951e-01 9.829567974633372784e-02 3.996861723387562515e-01
0.000000000000000000e+00 5.003236359183388382e-01 4.125750136388434686e-01 3.308505685974595933e-01 1.789815474776273174e-01 1.083138626270753746e-01 4.008335021561080236e-01
0.000000000000000000e+00 5.007153075822603494e-01 4.168881211799096431e-01 3.371150729335494201e-01 1.855058125154588344e-01 1.178603807796917563e-01 4.033513544113900284e-01
0.000000000000000000e+00 4.994358531890887298e-01 4.177393500752902278e-01 3.399048266485383829e-01 1.932367149758454083e-01 1.254945963503218409e-01 4.043705252662337379e-01
0.000000000000000000e+00 4.998301548017663465e-01 4.201348854105791952e-01 3.456523416403055049e-01 2.006106825188441189e-01 1.342281879194630878e-01 4.080636633542561453e-01
0.000000000000000000e+00 5.493731511480489660e-01 4.725999112919260781e-01 3.992523364485980886e-01 2.590784821722513787e-01 1.948006446640039024e-01 4.602218031727611791e-01
0.000000000000000000e+00 5.503251921590031071e-01 4.758869138511259700e-01 4.046703894408586466e-01 2.683052284764989581e-01 2.042900919305413732e-01 4.621131407006148772e-01
0.000000000000000000e+00 5.497493789595919722e-01 4.775398069703551407e-01 4.083644300499894020e-01 2.756645000878342744e-01 2.145837472680310054e-01 4.651569904842884351e-01
0.000000000000000000e+00 5.506340851057759389e-01 4.790971184333663313e-01 4.118492166655264852e-01 2.826232697540520533e-01 2.230387417005092743e-01 5.606815937983740394e-02
0.000000000000000000e+00 5.500824430865582926e-01 4.819244396779930328e-01 4.164726232452930499e-01 2.904930703965806216e-01 2.323099139825453574e-01 6.776598147729839816e-02
0.000000000000000000e+00 1.499476610611889749e+00 1.421548381939540917e+00 1.346673807129142197e+00 1.205379587732529068e+00 1.138662718973599830e+00 9.513791491351099028e-01
0.000000000000000000e+00 2.849904154211182483e+00 2.771389899998685902e+00 2.695911029781311363e+00 2.555831265508684780e+00 2.488428745432399669e+00 2.301385681293302454e+00
0.000000000000000000e+00 4.099736908208727826e+00 4.021312176719947118e+00 3.945879271099581587e+00 3.805732484076433053e+00 3.738272792879480111e+00 3.550890004564125846e+00
0.000000000000000000e+00 4.100209966222824853e+00 4.022819427211911325e+00 3.948342725184803559e+00 3.808659893565554011e+00 3.743169398907103762e+00 3.557735678845286298e+00
0.000000000000000000e+00 4.099383677093117129e+00 4.024287102841490160e+00 3.950742699983894823e+00 3.812709030100334129e+00 3.746773057967613063e+00 3.564422648238965596e+00
0.000000000000000000e+00 4.099848906156757344e+00 4.024470775863143501e+00 3.951858510989615603e+00 3.816658801321378025e+00 3.751449107349872580e+00 3.569854561480828359e+00
0.000000000000000000e+00 4.100302008797102715e+00 4.025879777119030223e+00 3.954154035676759271e+00 3.819347319347319303e+00 3.754868270332187841e+00 3.576252723311546866e+00
0.000000000000000000e+00 4.099506426353616284e+00 4.027253185003461411e+00 3.956392609644675762e+00 3.823122984799631752e+00 3.759338917817522940e+00 3.581430417923309406e+00
0.000000000000000000e+00 4.099952368739236519e+00 4.027392988642223948e+00 3.957398178583630521e+00 3.826809285389166870e+00 3.763705526963526893e+00 3.587558585428206381e+00
0.000000000000000000e+00 4.100387124784428572e+00 4.028713915113896427e+00 3.959543290773868129e+00 3.829284750337381915e+00 3.766865737668657399e+00 3.593552465233881055e+00
0.000000000000000000e+00 4.099620052644743495e+00 4.028832539580383454e+00 3.961637093342839311e+00 3.832814584259670809e+00 3.771047452438224479e+00 3.598374322634430911e+00
0.000000000000000000e+00 4.100048235861597945e+00 4.030104394270454193e+00 3.962545028920783086e+00 3.836263736263736401e+00 3.775135135135135211e+00 3.604123711340206260e+00
0.000000000000000000e+00 4.100466067713479212e+00 4.031346028627240230e+00 3.964554857983579872e+00 3.838548457192524577e+00 3.778062860808210299e+00 3.609751121991024103e+00
0.000000000000000000e+00 4.099725536581725116e+00 4.031429571343094764e+00 3.965408141742248649e+00 3.841856467554791710e+00 3.781983506026644015e+00 3.614251110213968943e+00
0.000000000000000000e+00 4.100137314313599290e+00 4.032627009897455039e+00 3.967339413294702410e+00 3.844028899277517564e+00 3.785818866345952216e+00 3.619656412305233939e+00
0.000000000000000000e+00 4.600421498687042643e+00 4.542079070746927627e+00 4.485634847080629761e+00 4.376841282747114370e+00 4.325588648058630525e+00 4.180862793400415001e+00
0.000000000000000000e+00 3.499961454169006725e+00 3.444464910664947421e+00 3.389667857333262369e+00 3.283973835677306941e+00 3.234111840431486140e+00 3.094128067118927738e+00
0.000000000000000000e+00 2.000171137637444918e+00 1.946643645245514920e+00 1.894771756706331134e+00 1.792608380921740352e+00 1.745314790601846466e+00 1.610486180928353495e+00
0.000000000000000000e+00 7.500778089013383498e-01 6.988005966367667465e-01 6.490631352265180398e-01 5.509857173560500643e-01 5.055173609105090282e-01 3.747738433703799443e-01
0.000000000000000000e+00 5.001876972088917794e-01 4.487487007275925421e-01 3.995001328387141060e-01 3.055359291156644619e-01 2.596767212991363261e-01 1.325016675379928344e-01
